Job_ID,Machine_ID,Job_Status,Energy_Consumption,pred_abnormal_prob,orig_Scheduled_start,orig_Scheduled_end,priority_score,optimized_start,optimized_end,Processing_Time
J795,M01,Delayed,3.07,1.0,2023-03-23 20:20:00,2023-03-23 22:09:00,,2023-03-27 01:14:00,2023-03-27 03:03:00,109.0
J796,M01,Failed,11.52,0.8933333333333333,2023-03-23 20:30:00,2023-03-23 22:29:00,,2023-03-27 03:03:00,2023-03-27 05:02:00,119.0
J800,M01,Delayed,10.24,1.0,2023-03-23 21:10:00,2023-03-23 23:06:00,,2023-03-27 05:02:00,2023-03-27 06:58:00,116.0
J802,M01,Completed,8.67,0.0,2023-03-23 21:30:00,2023-03-23 23:24:00,,2023-03-27 06:58:00,2023-03-27 08:52:00,114.0
J809,M01,Completed,5.43,0.0,2023-03-23 22:40:00,2023-03-24 00:13:00,,2023-03-27 08:52:00,2023-03-27 10:25:00,93.0
J811,M01,Completed,7.98,0.0,2023-03-23 23:00:00,2023-03-23 23:29:00,,2023-03-27 10:25:00,2023-03-27 10:54:00,29.0
J818,M01,Completed,11.59,0.0,2023-03-24 00:10:00,2023-03-24 01:11:00,,2023-03-27 10:54:00,2023-03-27 11:55:00,61.0
J822,M01,Completed,12.86,0.02,2023-03-24 00:50:00,2023-03-24 02:20:00,,2023-03-27 11:55:00,2023-03-27 13:25:00,90.0
J823,M01,Completed,8.95,0.0,2023-03-24 01:00:00,2023-03-24 02:34:00,,2023-03-27 13:25:00,2023-03-27 14:59:00,94.0
J827,M01,Completed,12.67,0.013333333333333334,2023-03-24 01:40:00,2023-03-24 03:19:00,,2023-03-27 14:59:00,2023-03-27 16:38:00,99.0
J832,M01,Completed,12.13,0.0,2023-03-24 02:30:00,2023-03-24 04:10:00,,2023-03-27 16:38:00,2023-03-27 18:18:00,100.0
J835,M01,Completed,13.14,0.0,2023-03-24 03:00:00,2023-03-24 04:00:00,,2023-03-27 18:18:00,2023-03-27 19:18:00,60.0
J842,M01,Delayed,13.86,1.0,2023-03-24 04:10:00,2023-03-24 05:38:00,,2023-03-27 19:18:00,2023-03-27 20:46:00,88.0
J846,M01,Completed,8.59,0.0,2023-03-24 04:50:00,2023-03-24 06:21:00,,2023-03-27 20:46:00,2023-03-27 22:17:00,91.0
J862,M01,Delayed,2.5,0.9933333333333333,2023-03-24 07:30:00,2023-03-24 08:26:00,,2023-03-27 22:17:00,2023-03-27 23:13:00,56.0
J866,M01,Completed,2.47,0.006666666666666667,2023-03-24 08:10:00,2023-03-24 08:43:00,,2023-03-27 23:13:00,2023-03-27 23:46:00,33.0
J870,M01,Completed,12.19,0.0,2023-03-24 08:50:00,2023-03-24 10:09:00,,2023-03-27 23:46:00,2023-03-28 01:05:00,79.0
J890,M01,Completed,13.66,0.0,2023-03-24 12:10:00,2023-03-24 12:40:00,,2023-03-28 01:05:00,2023-03-28 01:35:00,30.0
J894,M01,Completed,12.26,0.0,2023-03-24 12:50:00,2023-03-24 13:58:00,,2023-03-28 01:35:00,2023-03-28 02:43:00,68.0
J906,M01,Delayed,3.92,1.0,2023-03-24 14:50:00,2023-03-24 15:50:00,,2023-03-28 02:43:00,2023-03-28 03:43:00,60.0
J916,M01,Completed,8.94,0.006666666666666667,2023-03-24 16:30:00,2023-03-24 17:01:00,,2023-03-28 03:43:00,2023-03-28 04:14:00,31.0
J921,M01,Completed,7.46,0.0,2023-03-24 17:20:00,2023-03-24 18:50:00,,2023-03-28 04:14:00,2023-03-28 05:44:00,90.0
J927,M01,Completed,6.27,0.0,2023-03-24 18:20:00,2023-03-24 19:20:00,,2023-03-28 05:44:00,2023-03-28 06:44:00,60.0
J929,M01,Failed,7.99,0.9666666666666667,2023-03-24 18:40:00,2023-03-24 20:15:00,,2023-03-28 06:44:00,2023-03-28 08:19:00,95.0
J932,M01,Failed,8.53,0.9933333333333333,2023-03-24 19:10:00,2023-03-24 19:51:00,,2023-03-28 08:19:00,2023-03-28 09:00:00,41.0
J940,M01,Completed,5.9,0.0,2023-03-24 20:30:00,2023-03-24 21:57:00,,2023-03-28 09:00:00,2023-03-28 10:27:00,87.0
J946,M01,Completed,2.43,0.0,2023-03-24 21:30:00,2023-03-24 22:15:00,,2023-03-28 10:27:00,2023-03-28 11:12:00,45.0
J954,M01,Completed,3.74,0.0,2023-03-24 22:50:00,2023-03-24 23:29:00,,2023-03-28 11:12:00,2023-03-28 11:51:00,39.0
J956,M01,Completed,7.12,0.0,2023-03-24 23:10:00,2023-03-25 00:01:00,,2023-03-28 11:51:00,2023-03-28 12:42:00,51.0
J962,M01,Completed,10.74,0.0,2023-03-25 00:10:00,2023-03-25 01:17:00,,2023-03-28 12:42:00,2023-03-28 13:49:00,67.0
J977,M01,Failed,7.0,0.9866666666666667,2023-03-25 02:40:00,2023-03-25 03:58:00,,2023-03-28 13:49:00,2023-03-28 15:07:00,78.0
J982,M01,Completed,13.25,0.013333333333333334,2023-03-25 03:30:00,2023-03-25 03:57:00,,2023-03-28 15:07:00,2023-03-28 15:34:00,27.0
J992,M01,Completed,6.7,0.0,2023-03-25 05:10:00,2023-03-25 06:33:00,,2023-03-28 15:34:00,2023-03-28 16:57:00,83.0
J006,M02,Completed,13.83,0.006666666666666667,2023-03-18 08:50:00,2023-03-18 10:30:00,,2023-03-18 08:50:00,2023-03-18 10:30:00,100.0
J009,M02,Completed,8.97,0.0,2023-03-18 09:20:00,2023-03-18 10:02:00,,2023-03-18 10:30:00,2023-03-18 11:12:00,42.0
J019,M02,Completed,3.27,0.013333333333333334,2023-03-18 11:00:00,2023-03-18 11:52:00,,2023-03-18 11:12:00,2023-03-18 12:04:00,52.0
J021,M02,Completed,13.73,0.0,2023-03-18 11:20:00,2023-03-18 13:07:00,,2023-03-18 12:04:00,2023-03-18 13:51:00,107.0
J024,M02,Delayed,8.81,0.9733333333333334,2023-03-18 11:50:00,2023-03-18 13:14:00,,2023-03-18 13:51:00,2023-03-18 15:15:00,84.0
J029,M02,Completed,5.39,0.02,2023-03-18 12:40:00,2023-03-18 14:36:00,,2023-03-18 15:15:00,2023-03-18 17:11:00,116.0
J035,M02,Completed,12.12,0.013333333333333334,2023-03-18 13:40:00,2023-03-18 14:27:00,,2023-03-18 17:11:00,2023-03-18 17:58:00,47.0
J039,M02,Failed,10.65,0.9933333333333333,2023-03-18 14:20:00,2023-03-18 15:08:00,,2023-03-18 17:58:00,2023-03-18 18:46:00,48.0
J044,M02,Completed,5.67,0.013333333333333334,2023-03-18 15:10:00,2023-03-18 16:59:00,,2023-03-18 18:46:00,2023-03-18 20:35:00,109.0
J045,M02,Completed,3.03,0.0,2023-03-18 15:20:00,2023-03-18 16:38:00,,2023-03-18 20:35:00,2023-03-18 21:53:00,78.0
J047,M02,Completed,10.09,0.0,2023-03-18 15:40:00,2023-03-18 16:05:00,,2023-03-18 21:53:00,2023-03-18 22:18:00,25.0
J048,M02,Completed,4.12,0.006666666666666667,2023-03-18 15:50:00,2023-03-18 17:05:00,,2023-03-18 22:18:00,2023-03-18 23:33:00,75.0
J049,M02,Completed,7.55,0.006666666666666667,2023-03-18 16:00:00,2023-03-18 16:33:00,,2023-03-18 23:33:00,2023-03-19 00:06:00,33.0
J053,M02,Completed,4.77,0.0,2023-03-18 16:40:00,2023-03-18 18:17:00,,2023-03-19 00:06:00,2023-03-19 01:43:00,97.0
J057,M02,Completed,6.53,0.013333333333333334,2023-03-18 17:20:00,2023-03-18 17:51:00,,2023-03-19 01:43:00,2023-03-19 02:14:00,31.0
J061,M02,Failed,6.98,0.98,2023-03-18 18:00:00,2023-03-18 19:50:00,,2023-03-19 02:14:00,2023-03-19 04:04:00,110.0
J062,M02,Delayed,9.93,1.0,2023-03-18 18:10:00,2023-03-18 19:48:00,,2023-03-19 04:04:00,2023-03-19 05:42:00,98.0
J063,M02,Failed,8.4,0.9933333333333333,2023-03-18 18:20:00,2023-03-18 19:07:00,,2023-03-19 05:42:00,2023-03-19 06:29:00,47.0
J064,M02,Completed,7.42,0.0,2023-03-18 18:30:00,2023-03-18 19:41:00,,2023-03-19 06:29:00,2023-03-19 07:40:00,71.0
J067,M02,Delayed,3.79,1.0,2023-03-18 19:00:00,2023-03-18 19:23:00,,2023-03-19 07:40:00,2023-03-19 08:03:00,23.0
J068,M02,Completed,9.64,0.013333333333333334,2023-03-18 19:10:00,2023-03-18 21:06:00,,2023-03-19 08:03:00,2023-03-19 09:59:00,116.0
J078,M02,Delayed,2.2,0.9933333333333333,2023-03-18 20:50:00,2023-03-18 22:37:00,,2023-03-19 09:59:00,2023-03-19 11:46:00,107.0
J081,M02,Completed,11.72,0.0,2023-03-18 21:20:00,2023-03-18 22:29:00,,2023-03-19 11:46:00,2023-03-19 12:55:00,69.0
J085,M02,Completed,3.35,0.0,2023-03-18 22:00:00,2023-03-18 22:44:00,,2023-03-19 12:55:00,2023-03-19 13:39:00,44.0
J090,M02,Delayed,12.34,1.0,2023-03-18 22:50:00,2023-03-18 23:17:00,,2023-03-19 13:39:00,2023-03-19 14:06:00,27.0
J091,M02,Completed,14.6,0.013333333333333334,2023-03-18 23:00:00,2023-03-19 00:00:00,,2023-03-19 14:06:00,2023-03-19 15:06:00,60.0
J100,M02,Completed,12.24,0.006666666666666667,2023-03-19 00:30:00,2023-03-19 00:57:00,,2023-03-19 15:06:00,2023-03-19 15:33:00,27.0
J112,M02,Completed,7.12,0.0,2023-03-19 02:30:00,2023-03-19 03:44:00,,2023-03-19 15:33:00,2023-03-19 16:47:00,74.0
J117,M02,Completed,5.41,0.0,2023-03-19 03:20:00,2023-03-19 04:27:00,,2023-03-19 16:47:00,2023-03-19 17:54:00,67.0
J118,M02,Failed,12.12,0.9533333333333334,2023-03-19 03:30:00,2023-03-19 04:38:00,,2023-03-19 17:54:00,2023-03-19 19:02:00,68.0
J122,M02,Completed,7.75,0.0,2023-03-19 04:10:00,2023-03-19 05:52:00,,2023-03-19 19:02:00,2023-03-19 20:44:00,102.0
J125,M02,Completed,3.58,0.0,2023-03-19 04:40:00,2023-03-19 05:56:00,,2023-03-19 20:44:00,2023-03-19 22:00:00,76.0
J130,M02,Completed,2.49,0.05333333333333334,2023-03-19 05:30:00,2023-03-19 06:48:00,,2023-03-19 22:00:00,2023-03-19 23:18:00,78.0
J151,M02,Failed,13.63,0.9533333333333334,2023-03-19 09:00:00,2023-03-19 09:20:00,,2023-03-19 23:18:00,2023-03-19 23:38:00,20.0
J154,M02,Completed,7.67,0.006666666666666667,2023-03-19 09:30:00,2023-03-19 11:21:00,,2023-03-19 23:38:00,2023-03-20 01:29:00,111.0
J159,M02,Completed,3.01,0.0,2023-03-19 10:20:00,2023-03-19 11:06:00,,2023-03-20 01:29:00,2023-03-20 02:15:00,46.0
J172,M02,Failed,11.61,0.98,2023-03-19 12:30:00,2023-03-19 13:51:00,,2023-03-20 02:15:00,2023-03-20 03:36:00,81.0
J173,M02,Completed,12.14,0.0,2023-03-19 12:40:00,2023-03-19 13:44:00,,2023-03-20 03:36:00,2023-03-20 04:40:00,64.0
J177,M02,Completed,9.08,0.0,2023-03-19 13:20:00,2023-03-19 14:57:00,,2023-03-20 04:40:00,2023-03-20 06:17:00,97.0
J180,M02,Completed,3.76,0.0,2023-03-19 13:50:00,2023-03-19 14:59:00,,2023-03-20 06:17:00,2023-03-20 07:26:00,69.0
J181,M02,Completed,6.4,0.0,2023-03-19 14:00:00,2023-03-19 15:35:00,,2023-03-20 07:26:00,2023-03-20 09:01:00,95.0
J188,M02,Completed,9.18,0.006666666666666667,2023-03-19 15:10:00,2023-03-19 16:40:00,,2023-03-20 09:01:00,2023-03-20 10:31:00,90.0
J195,M02,Completed,7.32,0.013333333333333334,2023-03-19 16:20:00,2023-03-19 17:48:00,,2023-03-20 10:31:00,2023-03-20 11:59:00,88.0
J196,M02,Completed,8.84,0.0,2023-03-19 16:30:00,2023-03-19 17:26:00,,2023-03-20 11:59:00,2023-03-20 12:55:00,56.0
J200,M02,Completed,7.96,0.006666666666666667,2023-03-19 17:10:00,2023-03-19 18:34:00,,2023-03-20 12:55:00,2023-03-20 14:19:00,84.0
J202,M02,Failed,10.12,0.9266666666666666,2023-03-19 17:30:00,2023-03-19 18:52:00,,2023-03-20 14:19:00,2023-03-20 15:41:00,82.0
J204,M02,Completed,5.93,0.006666666666666667,2023-03-19 17:50:00,2023-03-19 19:43:00,,2023-03-20 15:41:00,2023-03-20 17:34:00,113.0
J215,M02,Completed,6.1,0.0,2023-03-19 19:40:00,2023-03-19 20:23:00,,2023-03-20 17:34:00,2023-03-20 18:17:00,43.0
J217,M02,Completed,4.75,0.0,2023-03-19 20:00:00,2023-03-19 21:49:00,,2023-03-20 18:17:00,2023-03-20 20:06:00,109.0
J221,M02,Delayed,10.49,1.0,2023-03-19 20:40:00,2023-03-19 22:15:00,,2023-03-20 20:06:00,2023-03-20 21:41:00,95.0
J228,M02,Completed,8.47,0.006666666666666667,2023-03-19 21:50:00,2023-03-19 23:07:00,,2023-03-20 21:41:00,2023-03-20 22:58:00,77.0
J231,M02,Failed,14.64,0.9733333333333334,2023-03-19 22:20:00,2023-03-19 22:56:00,,2023-03-20 22:58:00,2023-03-20 23:34:00,36.0
J236,M02,Completed,7.84,0.0,2023-03-19 23:10:00,2023-03-19 23:36:00,,2023-03-20 23:34:00,2023-03-21 00:00:00,26.0
J240,M02,Failed,9.51,0.96,2023-03-19 23:50:00,2023-03-20 00:12:00,,2023-03-21 00:00:00,2023-03-21 00:22:00,22.0
J243,M02,Completed,4.43,0.0,2023-03-20 00:20:00,2023-03-20 01:16:00,,2023-03-21 00:22:00,2023-03-21 01:18:00,56.0
J245,M02,Completed,2.84,0.006666666666666667,2023-03-20 00:40:00,2023-03-20 01:05:00,,2023-03-21 01:18:00,2023-03-21 01:43:00,25.0
J247,M02,Completed,12.46,0.0,2023-03-20 01:00:00,2023-03-20 02:24:00,,2023-03-21 01:43:00,2023-03-21 03:07:00,84.0
J250,M02,Completed,6.4,0.0,2023-03-20 01:30:00,2023-03-20 02:49:00,,2023-03-21 03:07:00,2023-03-21 04:26:00,79.0
J257,M02,Completed,5.09,0.02666666666666667,2023-03-20 02:40:00,2023-03-20 04:40:00,,2023-03-21 04:26:00,2023-03-21 06:26:00,120.0
J267,M02,Completed,8.25,0.0,2023-03-20 04:20:00,2023-03-20 06:01:00,,2023-03-21 06:26:00,2023-03-21 08:07:00,101.0
J276,M02,Failed,4.23,1.0,2023-03-20 05:50:00,2023-03-20 07:08:00,,2023-03-21 08:07:00,2023-03-21 09:25:00,78.0
J284,M02,Delayed,13.8,1.0,2023-03-20 07:10:00,2023-03-20 08:21:00,,2023-03-21 09:25:00,2023-03-21 10:36:00,71.0
J287,M02,Completed,5.56,0.0,2023-03-20 07:40:00,2023-03-20 09:15:00,,2023-03-21 10:36:00,2023-03-21 12:11:00,95.0
J288,M02,Completed,6.56,0.0,2023-03-20 07:50:00,2023-03-20 08:26:00,,2023-03-21 12:11:00,2023-03-21 12:47:00,36.0
J289,M02,Completed,5.47,0.006666666666666667,2023-03-20 08:00:00,2023-03-20 09:37:00,,2023-03-21 12:47:00,2023-03-21 14:24:00,97.0
J295,M02,Completed,10.97,0.0,2023-03-20 09:00:00,2023-03-20 09:39:00,,2023-03-21 14:24:00,2023-03-21 15:03:00,39.0
J301,M02,Completed,5.09,0.006666666666666667,2023-03-20 10:00:00,2023-03-20 11:27:00,,2023-03-21 15:03:00,2023-03-21 16:30:00,87.0
J307,M02,Delayed,6.97,0.9933333333333333,2023-03-20 11:00:00,2023-03-20 12:29:00,,2023-03-21 16:30:00,2023-03-21 17:59:00,89.0
J311,M02,Failed,13.06,0.98,2023-03-20 11:40:00,2023-03-20 13:05:00,,2023-03-21 17:59:00,2023-03-21 19:24:00,85.0
J316,M02,Completed,14.25,0.0,2023-03-20 12:30:00,2023-03-20 14:15:00,,2023-03-21 19:24:00,2023-03-21 21:09:00,105.0
J318,M02,Completed,10.22,0.0,2023-03-20 12:50:00,2023-03-20 14:17:00,,2023-03-21 21:09:00,2023-03-21 22:36:00,87.0
J333,M02,Delayed,11.45,1.0,2023-03-20 15:20:00,2023-03-20 16:21:00,,2023-03-21 22:36:00,2023-03-21 23:37:00,61.0
J337,M02,Delayed,13.17,0.9933333333333333,2023-03-20 16:00:00,2023-03-20 17:18:00,,2023-03-21 23:37:00,2023-03-22 00:55:00,78.0
J343,M02,Completed,10.38,0.0,2023-03-20 17:00:00,2023-03-20 18:40:00,,2023-03-22 00:55:00,2023-03-22 02:35:00,100.0
J348,M02,Completed,8.79,0.02666666666666667,2023-03-20 17:50:00,2023-03-20 19:22:00,,2023-03-22 02:35:00,2023-03-22 04:07:00,92.0
J353,M02,Completed,5.98,0.0,2023-03-20 18:40:00,2023-03-20 19:16:00,,2023-03-22 04:07:00,2023-03-22 04:43:00,36.0
J362,M02,Completed,12.64,0.013333333333333334,2023-03-20 20:10:00,2023-03-20 21:00:00,,2023-03-22 04:43:00,2023-03-22 05:33:00,50.0
J374,M02,Completed,7.49,0.0,2023-03-20 22:10:00,2023-03-20 22:58:00,,2023-03-22 05:33:00,2023-03-22 06:21:00,48.0
J377,M02,Completed,6.11,0.006666666666666667,2023-03-20 22:40:00,2023-03-20 23:41:00,,2023-03-22 06:21:00,2023-03-22 07:22:00,61.0
J380,M02,Completed,4.7,0.0,2023-03-20 23:10:00,2023-03-20 23:56:00,,2023-03-22 07:22:00,2023-03-22 08:08:00,46.0
J385,M02,Completed,3.65,0.0,2023-03-21 00:00:00,2023-03-21 00:59:00,,2023-03-22 08:08:00,2023-03-22 09:07:00,59.0
J394,M02,Completed,10.7,0.0,2023-03-21 01:30:00,2023-03-21 02:44:00,,2023-03-22 09:07:00,2023-03-22 10:21:00,74.0
J396,M02,Completed,6.88,0.006666666666666667,2023-03-21 01:50:00,2023-03-21 02:57:00,,2023-03-22 10:21:00,2023-03-22 11:28:00,67.0
J400,M02,Delayed,2.23,0.9933333333333333,2023-03-21 02:30:00,2023-03-21 02:54:00,,2023-03-22 11:28:00,2023-03-22 11:52:00,24.0
J406,M02,Completed,3.5,0.0,2023-03-21 03:30:00,2023-03-21 04:57:00,,2023-03-22 11:52:00,2023-03-22 13:19:00,87.0
J407,M02,Delayed,11.91,0.9933333333333333,2023-03-21 03:40:00,2023-03-21 05:40:00,,2023-03-22 13:19:00,2023-03-22 15:19:00,120.0
J415,M02,Delayed,7.35,1.0,2023-03-21 05:00:00,2023-03-21 05:33:00,,2023-03-22 15:19:00,2023-03-22 15:52:00,33.0
J420,M02,Completed,12.24,0.0,2023-03-21 05:50:00,2023-03-21 07:45:00,,2023-03-22 15:52:00,2023-03-22 17:47:00,115.0
J421,M02,Completed,9.69,0.0,2023-03-21 06:00:00,2023-03-21 07:36:00,,2023-03-22 17:47:00,2023-03-22 19:23:00,96.0
J425,M02,Delayed,10.48,1.0,2023-03-21 06:40:00,2023-03-21 08:30:00,,2023-03-22 19:23:00,2023-03-22 21:13:00,110.0
J435,M02,Completed,4.84,0.0,2023-03-21 08:20:00,2023-03-21 09:11:00,,2023-03-22 21:13:00,2023-03-22 22:04:00,51.0
J439,M02,Delayed,7.11,0.9933333333333333,2023-03-21 09:00:00,2023-03-21 10:55:00,,2023-03-22 22:04:00,2023-03-22 23:59:00,115.0
J452,M02,Completed,7.81,0.006666666666666667,2023-03-21 11:10:00,2023-03-21 13:00:00,,2023-03-22 23:59:00,2023-03-23 01:49:00,110.0
J457,M02,Delayed,14.23,0.9933333333333333,2023-03-21 12:00:00,2023-03-21 13:41:00,,2023-03-23 01:49:00,2023-03-23 03:30:00,101.0
J459,M02,Completed,10.61,0.0,2023-03-21 12:20:00,2023-03-21 13:53:00,,2023-03-23 03:30:00,2023-03-23 05:03:00,93.0
J461,M02,Completed,9.95,0.006666666666666667,2023-03-21 12:40:00,2023-03-21 13:30:00,,2023-03-23 05:03:00,2023-03-23 05:53:00,50.0
J463,M02,Completed,13.03,0.006666666666666667,2023-03-21 13:00:00,2023-03-21 13:28:00,,2023-03-23 05:53:00,2023-03-23 06:21:00,28.0
J464,M02,Completed,2.84,0.006666666666666667,2023-03-21 13:10:00,2023-03-21 14:42:00,,2023-03-23 06:21:00,2023-03-23 07:53:00,92.0
J472,M02,Completed,7.54,0.0,2023-03-21 14:30:00,2023-03-21 15:49:00,,2023-03-23 07:53:00,2023-03-23 09:12:00,79.0
J476,M02,Completed,4.14,0.0,2023-03-21 15:10:00,2023-03-21 16:33:00,,2023-03-23 09:12:00,2023-03-23 10:35:00,83.0
J479,M02,Completed,3.68,0.0,2023-03-21 15:40:00,2023-03-21 16:46:00,,2023-03-23 10:35:00,2023-03-23 11:41:00,66.0
J482,M02,Completed,5.99,0.0,2023-03-21 16:10:00,2023-03-21 17:23:00,,2023-03-23 11:41:00,2023-03-23 12:54:00,73.0
J493,M02,Completed,9.82,0.013333333333333334,2023-03-21 18:00:00,2023-03-21 19:40:00,,2023-03-23 12:54:00,2023-03-23 14:34:00,100.0
J501,M02,Completed,6.1,0.0,2023-03-21 19:20:00,2023-03-21 20:08:00,,2023-03-23 14:34:00,2023-03-23 15:22:00,48.0
J505,M02,Completed,13.58,0.0,2023-03-21 20:00:00,2023-03-21 21:14:00,,2023-03-23 15:22:00,2023-03-23 16:36:00,74.0
J511,M02,Completed,9.07,0.006666666666666667,2023-03-21 21:00:00,2023-03-21 22:14:00,,2023-03-23 16:36:00,2023-03-23 17:50:00,74.0
J519,M02,Completed,14.32,0.0,2023-03-21 22:20:00,2023-03-21 23:56:00,,2023-03-23 17:50:00,2023-03-23 19:26:00,96.0
J523,M02,Completed,6.94,0.0,2023-03-21 23:00:00,2023-03-21 23:52:00,,2023-03-23 19:26:00,2023-03-23 20:18:00,52.0
J526,M02,Completed,9.64,0.0,2023-03-21 23:30:00,2023-03-22 00:46:00,,2023-03-23 20:18:00,2023-03-23 21:34:00,76.0
J534,M02,Completed,3.66,0.013333333333333334,2023-03-22 00:50:00,2023-03-22 01:51:00,,2023-03-23 21:34:00,2023-03-23 22:35:00,61.0
J535,M02,Completed,6.96,0.02,2023-03-22 01:00:00,2023-03-22 01:45:00,,2023-03-23 22:35:00,2023-03-23 23:20:00,45.0
J537,M02,Completed,13.96,0.006666666666666667,2023-03-22 01:20:00,2023-03-22 02:08:00,,2023-03-23 23:20:00,2023-03-24 00:08:00,48.0
J544,M02,Completed,5.76,0.02666666666666667,2023-03-22 02:30:00,2023-03-22 03:59:00,,2023-03-24 00:08:00,2023-03-24 01:37:00,89.0
J550,M02,Completed,6.28,0.006666666666666667,2023-03-22 03:30:00,2023-03-22 04:01:00,,2023-03-24 01:37:00,2023-03-24 02:08:00,31.0
J555,M02,Delayed,12.3,0.98,2023-03-22 04:20:00,2023-03-22 04:57:00,,2023-03-24 02:08:00,2023-03-24 02:45:00,37.0
J559,M02,Completed,9.67,0.02,2023-03-22 05:00:00,2023-03-22 06:54:00,,2023-03-24 02:45:00,2023-03-24 04:39:00,114.0
J564,M02,Completed,12.39,0.013333333333333334,2023-03-22 05:50:00,2023-03-22 07:42:00,,2023-03-24 04:39:00,2023-03-24 06:31:00,112.0
J566,M02,Completed,6.09,0.0,2023-03-22 06:10:00,2023-03-22 07:58:00,,2023-03-24 06:31:00,2023-03-24 08:19:00,108.0
J569,M02,Completed,10.42,0.0,2023-03-22 06:40:00,2023-03-22 07:32:00,,2023-03-24 08:19:00,2023-03-24 09:11:00,52.0
J574,M02,Completed,5.63,0.0,2023-03-22 07:30:00,2023-03-22 07:53:00,,2023-03-24 09:11:00,2023-03-24 09:34:00,23.0
J583,M02,Completed,13.47,0.0,2023-03-22 09:00:00,2023-03-22 09:56:00,,2023-03-24 09:34:00,2023-03-24 10:30:00,56.0
J596,M02,Completed,3.03,0.0,2023-03-22 11:10:00,2023-03-22 11:31:00,,2023-03-24 10:30:00,2023-03-24 10:51:00,21.0
J604,M02,Delayed,4.99,1.0,2023-03-22 12:30:00,2023-03-22 14:14:00,,2023-03-24 10:51:00,2023-03-24 12:35:00,104.0
J615,M02,Delayed,12.27,1.0,2023-03-22 14:20:00,2023-03-22 15:13:00,,2023-03-24 12:35:00,2023-03-24 13:28:00,53.0
J618,M02,Completed,13.39,0.0,2023-03-22 14:50:00,2023-03-22 16:24:00,,2023-03-24 13:28:00,2023-03-24 15:02:00,94.0
J628,M02,Completed,6.85,0.0,2023-03-22 16:30:00,2023-03-22 18:29:00,,2023-03-24 15:02:00,2023-03-24 17:01:00,119.0
J644,M02,Completed,14.09,0.0,2023-03-22 19:10:00,2023-03-22 20:37:00,,2023-03-24 17:01:00,2023-03-24 18:28:00,87.0
J646,M02,Failed,4.63,0.9,2023-03-22 19:30:00,2023-03-22 21:28:00,,2023-03-24 18:28:00,2023-03-24 20:26:00,118.0
J654,M02,Delayed,3.42,1.0,2023-03-22 20:50:00,2023-03-22 21:49:00,,2023-03-24 20:26:00,2023-03-24 21:25:00,59.0
J656,M02,Completed,8.99,0.0,2023-03-22 21:10:00,2023-03-22 21:33:00,,2023-03-24 21:25:00,2023-03-24 21:48:00,23.0
J658,M02,Delayed,2.94,1.0,2023-03-22 21:30:00,2023-03-22 22:30:00,,2023-03-24 21:48:00,2023-03-24 22:48:00,60.0
J665,M02,Completed,7.92,0.0,2023-03-22 22:40:00,2023-03-22 23:25:00,,2023-03-24 22:48:00,2023-03-24 23:33:00,45.0
J671,M02,Completed,8.84,0.0,2023-03-22 23:40:00,2023-03-23 01:36:00,,2023-03-24 23:33:00,2023-03-25 01:29:00,116.0
J672,M02,Delayed,7.5,1.0,2023-03-22 23:50:00,2023-03-23 00:20:00,,2023-03-25 01:29:00,2023-03-25 01:59:00,30.0
J673,M02,Delayed,9.49,1.0,2023-03-23 00:00:00,2023-03-23 01:42:00,,2023-03-25 01:59:00,2023-03-25 03:41:00,102.0
J677,M02,Delayed,10.3,0.9933333333333333,2023-03-23 00:40:00,2023-03-23 02:31:00,,2023-03-25 03:41:00,2023-03-25 05:32:00,111.0
J680,M02,Completed,11.09,0.0,2023-03-23 01:10:00,2023-03-23 01:34:00,,2023-03-25 05:32:00,2023-03-25 05:56:00,24.0
J687,M02,Failed,11.24,0.98,2023-03-23 02:20:00,2023-03-23 03:38:00,,2023-03-25 05:56:00,2023-03-25 07:14:00,78.0
J701,M02,Failed,6.02,0.94,2023-03-23 04:40:00,2023-03-23 06:34:00,,2023-03-25 07:14:00,2023-03-25 09:08:00,114.0
J710,M02,Completed,12.33,0.0,2023-03-23 06:10:00,2023-03-23 07:27:00,,2023-03-25 09:08:00,2023-03-25 10:25:00,77.0
J717,M02,Failed,4.28,0.96,2023-03-23 07:20:00,2023-03-23 08:56:00,,2023-03-25 10:25:00,2023-03-25 12:01:00,96.0
J721,M02,Delayed,7.93,1.0,2023-03-23 08:00:00,2023-03-23 09:06:00,,2023-03-25 12:01:00,2023-03-25 13:07:00,66.0
J730,M02,Completed,2.06,0.006666666666666667,2023-03-23 09:30:00,2023-03-23 11:29:00,,2023-03-25 13:07:00,2023-03-25 15:06:00,119.0
J731,M02,Completed,13.99,0.0,2023-03-23 09:40:00,2023-03-23 11:35:00,,2023-03-25 15:06:00,2023-03-25 17:01:00,115.0
J733,M02,Completed,6.14,0.02,2023-03-23 10:00:00,2023-03-23 11:22:00,,2023-03-25 17:01:00,2023-03-25 18:23:00,82.0
J734,M02,Delayed,8.52,1.0,2023-03-23 10:10:00,2023-03-23 11:21:00,,2023-03-25 18:23:00,2023-03-25 19:34:00,71.0
J744,M02,Completed,7.96,0.0,2023-03-23 11:50:00,2023-03-23 13:28:00,,2023-03-25 19:34:00,2023-03-25 21:12:00,98.0
J748,M02,Delayed,6.97,1.0,2023-03-23 12:30:00,2023-03-23 14:04:00,,2023-03-25 21:12:00,2023-03-25 22:46:00,94.0
