Job_ID,Machine_ID,Job_Status,orig_Scheduled_start,orig_Scheduled_end,pred_abnormal_prob,optimized_start,optimized_end,Processing_Time,Energy_Consumption,tardiness_min
J170,M03,Completed,2023-03-19 12:10:00,2023-03-19 13:52:00,0.0,2023-04-01 18:27:00,2023-04-01 20:09:00,102.0,2.14,19097.0
J171,M05,Completed,2023-03-19 12:20:00,2023-03-19 13:32:00,0.0,2023-04-02 01:53:00,2023-04-02 03:05:00,72.0,13.69,19533.0
J172,M02,Failed,2023-03-19 12:30:00,2023-03-19 13:51:00,0.98,2023-04-03 06:39:00,2023-04-03 08:00:00,81.0,11.61,21249.0
J173,M02,Completed,2023-03-19 12:40:00,2023-03-19 13:44:00,0.0,2023-04-03 05:35:00,2023-04-03 06:39:00,64.0,12.14,21175.0
J174,M01,Delayed,2023-03-19 12:50:00,2023-03-19 14:43:00,1.0,2023-04-02 20:41:00,2023-04-02 22:34:00,113.0,12.49,20631.0
J175,M04,Failed,2023-03-19 13:00:00,2023-03-19 13:40:00,0.9933333333333333,2023-04-02 10:27:00,2023-04-02 11:07:00,40.0,8.16,20007.0
J176,M05,Completed,2023-03-19 13:10:00,2023-03-19 14:50:00,0.006666666666666667,2023-04-02 00:13:00,2023-04-02 01:53:00,100.0,2.62,19383.0
J177,M02,Completed,2023-03-19 13:20:00,2023-03-19 14:57:00,0.0,2023-04-03 03:58:00,2023-04-03 05:35:00,97.0,9.08,21038.0
J178,M01,Completed,2023-03-19 13:30:00,2023-03-19 14:52:00,0.0,2023-04-02 19:19:00,2023-04-02 20:41:00,82.0,10.58,20509.0
J179,M03,Delayed,2023-03-19 13:40:00,2023-03-19 15:15:00,1.0,2023-04-01 16:52:00,2023-04-01 18:27:00,95.0,14.17,18912.0
J180,M02,Completed,2023-03-19 13:50:00,2023-03-19 14:59:00,0.0,2023-04-03 02:49:00,2023-04-03 03:58:00,69.0,3.76,20939.0
J181,M02,Completed,2023-03-19 14:00:00,2023-03-19 15:35:00,0.0,2023-04-03 01:14:00,2023-04-03 02:49:00,95.0,6.4,20834.0
J182,M01,Failed,2023-03-19 14:10:00,2023-03-19 15:29:00,0.9866666666666667,2023-04-02 18:00:00,2023-04-02 19:19:00,79.0,6.22,20390.0
J183,M04,Completed,2023-03-19 14:20:00,2023-03-19 16:06:00,0.006666666666666667,2023-04-02 08:41:00,2023-04-02 10:27:00,106.0,12.25,19821.0
J184,M04,Completed,2023-03-19 14:30:00,2023-03-19 15:59:00,0.0,2023-04-02 07:12:00,2023-04-02 08:41:00,89.0,9.7,19722.0
J185,M04,Completed,2023-03-19 14:40:00,2023-03-19 15:30:00,0.006666666666666667,2023-04-02 06:22:00,2023-04-02 07:12:00,50.0,6.07,19662.0
J186,M01,Completed,2023-03-19 14:50:00,2023-03-19 16:00:00,0.013333333333333334,2023-04-02 16:50:00,2023-04-02 18:00:00,70.0,12.13,20280.0
J187,M04,Failed,2023-03-19 15:00:00,2023-03-19 16:50:00,0.9733333333333334,2023-04-02 04:32:00,2023-04-02 06:22:00,110.0,10.29,19532.0
J188,M02,Completed,2023-03-19 15:10:00,2023-03-19 16:40:00,0.006666666666666667,2023-04-02 23:44:00,2023-04-03 01:14:00,90.0,9.18,20674.0
J189,M03,Completed,2023-03-19 15:20:00,2023-03-19 16:10:00,0.006666666666666667,2023-04-01 16:02:00,2023-04-01 16:52:00,50.0,11.6,18762.0
J190,M04,Delayed,2023-03-19 15:30:00,2023-03-19 16:20:00,1.0,2023-04-02 03:42:00,2023-04-02 04:32:00,50.0,10.25,19452.0
J191,M01,Completed,2023-03-19 15:40:00,2023-03-19 17:34:00,0.006666666666666667,2023-04-02 14:56:00,2023-04-02 16:50:00,114.0,5.81,20116.0
J192,M03,Completed,2023-03-19 15:50:00,2023-03-19 17:30:00,0.02,2023-04-01 14:22:00,2023-04-01 16:02:00,100.0,6.93,18632.0
J193,M04,Completed,2023-03-19 16:00:00,2023-03-19 17:20:00,0.0,2023-04-02 02:22:00,2023-04-02 03:42:00,80.0,14.08,19342.0
J194,M03,Completed,2023-03-19 16:10:00,2023-03-19 17:07:00,0.0,2023-04-01 13:25:00,2023-04-01 14:22:00,57.0,8.84,18555.0
J195,M02,Completed,2023-03-19 16:20:00,2023-03-19 17:48:00,0.013333333333333334,2023-04-02 22:16:00,2023-04-02 23:44:00,88.0,7.32,20516.0
J196,M02,Completed,2023-03-19 16:30:00,2023-03-19 17:26:00,0.0,2023-04-02 21:20:00,2023-04-02 22:16:00,56.0,8.84,20450.0
J197,M05,Delayed,2023-03-19 16:40:00,2023-03-19 17:01:00,0.98,2023-04-01 23:52:00,2023-04-02 00:13:00,21.0,9.75,19152.0
J198,M04,Completed,2023-03-19 16:50:00,2023-03-19 18:04:00,0.07333333333333333,2023-04-02 01:08:00,2023-04-02 02:22:00,74.0,2.46,19218.0
J199,M04,Completed,2023-03-19 17:00:00,2023-03-19 18:30:00,0.0,2023-04-01 23:38:00,2023-04-02 01:08:00,90.0,7.61,19118.0
J200,M02,Completed,2023-03-19 17:10:00,2023-03-19 18:34:00,0.006666666666666667,2023-04-02 19:56:00,2023-04-02 21:20:00,84.0,7.96,20326.0
J201,M04,Failed,2023-03-19 17:20:00,2023-03-19 18:12:00,0.9933333333333333,2023-04-01 22:46:00,2023-04-01 23:38:00,52.0,9.24,19046.0
J202,M02,Failed,2023-03-19 17:30:00,2023-03-19 18:52:00,0.9266666666666666,2023-04-02 18:34:00,2023-04-02 19:56:00,82.0,10.12,20224.0
J203,M05,Delayed,2023-03-19 17:40:00,2023-03-19 18:41:00,1.0,2023-04-01 22:51:00,2023-04-01 23:52:00,61.0,3.81,19031.0
J204,M02,Completed,2023-03-19 17:50:00,2023-03-19 19:43:00,0.006666666666666667,2023-04-02 16:41:00,2023-04-02 18:34:00,113.0,5.93,20091.0
J205,M04,Failed,2023-03-19 18:00:00,2023-03-19 19:29:00,0.88,2023-04-01 21:17:00,2023-04-01 22:46:00,89.0,10.18,18917.0
J206,M04,Delayed,2023-03-19 18:10:00,2023-03-19 19:39:00,1.0,2023-04-01 19:48:00,2023-04-01 21:17:00,89.0,3.08,18818.0
J207,M05,Completed,2023-03-19 18:20:00,2023-03-19 18:41:00,0.006666666666666667,2023-04-01 22:30:00,2023-04-01 22:51:00,21.0,3.53,18970.0
J208,M01,Completed,2023-03-19 18:30:00,2023-03-19 18:50:00,0.013333333333333334,2023-04-02 14:36:00,2023-04-02 14:56:00,20.0,5.06,19926.0
J209,M01,Delayed,2023-03-19 18:40:00,2023-03-19 20:26:00,0.9933333333333333,2023-04-02 12:50:00,2023-04-02 14:36:00,106.0,11.95,19810.0
J210,M04,Completed,2023-03-19 18:50:00,2023-03-19 20:06:00,0.006666666666666667,2023-04-01 18:32:00,2023-04-01 19:48:00,76.0,10.49,18702.0
J211,M03,Completed,2023-03-19 19:00:00,2023-03-19 19:25:00,0.0,2023-04-01 13:00:00,2023-04-01 13:25:00,25.0,8.39,18360.0
J212,M01,Completed,2023-03-19 19:10:00,2023-03-19 20:46:00,0.0,2023-04-02 11:14:00,2023-04-02 12:50:00,96.0,4.27,19684.0
J213,M03,Failed,2023-03-19 19:20:00,2023-03-19 20:13:00,0.9666666666666667,2023-04-01 12:07:00,2023-04-01 13:00:00,53.0,4.49,18287.0
J214,M04,Completed,2023-03-19 19:30:00,2023-03-19 20:06:00,0.0,2023-04-01 17:56:00,2023-04-01 18:32:00,36.0,4.59,18626.0
J215,M02,Completed,2023-03-19 19:40:00,2023-03-19 20:23:00,0.0,2023-04-02 15:58:00,2023-04-02 16:41:00,43.0,6.1,19938.0
J216,M01,Completed,2023-03-19 19:50:00,2023-03-19 20:32:00,0.0,2023-04-02 10:32:00,2023-04-02 11:14:00,42.0,10.46,19602.0
J217,M02,Completed,2023-03-19 20:00:00,2023-03-19 21:49:00,0.0,2023-04-02 14:09:00,2023-04-02 15:58:00,109.0,4.75,19809.0
J218,M05,Delayed,2023-03-19 20:10:00,2023-03-19 21:21:00,1.0,2023-04-01 21:19:00,2023-04-01 22:30:00,71.0,10.74,18789.0
J219,M05,Completed,2023-03-19 20:20:00,2023-03-19 22:07:00,0.006666666666666667,2023-04-01 19:32:00,2023-04-01 21:19:00,107.0,11.19,18672.0
J220,M05,Completed,2023-03-19 20:30:00,2023-03-19 21:40:00,0.0,2023-04-01 18:22:00,2023-04-01 19:32:00,70.0,4.22,18592.0
J221,M02,Delayed,2023-03-19 20:40:00,2023-03-19 22:15:00,1.0,2023-04-02 12:34:00,2023-04-02 14:09:00,95.0,10.49,19674.0
J222,M03,Failed,2023-03-19 20:50:00,2023-03-19 22:49:00,0.9733333333333334,2023-04-01 10:08:00,2023-04-01 12:07:00,119.0,3.14,18078.0
J223,M01,Failed,2023-03-19 21:00:00,2023-03-19 21:58:00,0.9866666666666667,2023-04-02 09:34:00,2023-04-02 10:32:00,58.0,10.74,19474.0
J224,M05,Delayed,2023-03-19 21:10:00,2023-03-19 22:35:00,0.9933333333333333,2023-04-01 16:57:00,2023-04-01 18:22:00,85.0,9.63,18467.0
J225,M03,Completed,2023-03-19 21:20:00,2023-03-19 21:42:00,0.0,2023-04-01 09:46:00,2023-04-01 10:08:00,22.0,13.02,18026.0
J226,M04,Completed,2023-03-19 21:30:00,2023-03-19 23:15:00,0.0,2023-04-01 16:11:00,2023-04-01 17:56:00,105.0,7.9,18401.0
J227,M05,Delayed,2023-03-19 21:40:00,2023-03-19 23:29:00,1.0,2023-04-01 15:08:00,2023-04-01 16:57:00,109.0,6.97,18328.0
J228,M02,Completed,2023-03-19 21:50:00,2023-03-19 23:07:00,0.006666666666666667,2023-04-02 11:17:00,2023-04-02 12:34:00,77.0,8.47,19527.0
J229,M01,Completed,2023-03-19 22:00:00,2023-03-19 22:59:00,0.0,2023-04-02 08:35:00,2023-04-02 09:34:00,59.0,13.77,19355.0
J230,M01,Completed,2023-03-19 22:10:00,2023-03-19 23:15:00,0.0,2023-04-02 07:30:00,2023-04-02 08:35:00,65.0,11.13,19280.0
J231,M02,Failed,2023-03-19 22:20:00,2023-03-19 22:56:00,0.9733333333333334,2023-04-02 10:41:00,2023-04-02 11:17:00,36.0,14.64,19461.0
J232,M01,Completed,2023-03-19 22:30:00,2023-03-20 00:16:00,0.0,2023-04-02 05:44:00,2023-04-02 07:30:00,106.0,11.48,19154.0
J233,M04,Completed,2023-03-19 22:40:00,2023-03-20 00:08:00,0.0,2023-04-01 14:43:00,2023-04-01 16:11:00,88.0,2.35,18243.0
J234,M01,Completed,2023-03-19 22:50:00,2023-03-20 00:41:00,0.0,2023-04-02 03:53:00,2023-04-02 05:44:00,111.0,9.95,19023.0
J235,M03,Completed,2023-03-19 23:00:00,2023-03-19 23:56:00,0.013333333333333334,2023-04-01 08:50:00,2023-04-01 09:46:00,56.0,6.94,17870.0
J236,M02,Completed,2023-03-19 23:10:00,2023-03-19 23:36:00,0.0,2023-04-02 10:15:00,2023-04-02 10:41:00,26.0,7.84,19385.0
J237,M01,Completed,2023-03-19 23:20:00,2023-03-20 00:43:00,0.0,2023-04-02 02:30:00,2023-04-02 03:53:00,83.0,6.17,18910.0
J238,M05,Completed,2023-03-19 23:30:00,2023-03-20 01:05:00,0.006666666666666667,2023-04-01 13:33:00,2023-04-01 15:08:00,95.0,7.18,18123.0
J239,M03,Failed,2023-03-19 23:40:00,2023-03-20 01:09:00,0.9733333333333334,2023-04-01 07:21:00,2023-04-01 08:50:00,89.0,2.79,17741.0
J240,M02,Failed,2023-03-19 23:50:00,2023-03-20 00:12:00,0.96,2023-04-02 09:53:00,2023-04-02 10:15:00,22.0,9.51,19323.0
J241,M01,Completed,2023-03-20 00:00:00,2023-03-20 01:35:00,0.02,2023-04-02 00:55:00,2023-04-02 02:30:00,95.0,9.52,18775.0
J242,M05,Completed,2023-03-20 00:10:00,2023-03-20 01:52:00,0.0,2023-04-01 11:51:00,2023-04-01 13:33:00,102.0,10.33,17981.0
J243,M02,Completed,2023-03-20 00:20:00,2023-03-20 01:16:00,0.0,2023-04-02 08:57:00,2023-04-02 09:53:00,56.0,4.43,19237.0
J244,M03,Delayed,2023-03-20 00:30:00,2023-03-20 01:12:00,1.0,2023-04-01 06:39:00,2023-04-01 07:21:00,42.0,10.91,17649.0
J245,M02,Completed,2023-03-20 00:40:00,2023-03-20 01:05:00,0.006666666666666667,2023-04-02 08:32:00,2023-04-02 08:57:00,25.0,2.84,19192.0
J246,M01,Completed,2023-03-20 00:50:00,2023-03-20 01:30:00,0.0,2023-04-02 00:15:00,2023-04-02 00:55:00,40.0,3.02,18685.0
J247,M02,Completed,2023-03-20 01:00:00,2023-03-20 02:24:00,0.0,2023-04-02 07:08:00,2023-04-02 08:32:00,84.0,12.46,19088.0
J248,M01,Completed,2023-03-20 01:10:00,2023-03-20 02:01:00,0.0,2023-04-01 23:24:00,2023-04-02 00:15:00,51.0,5.84,18614.0
J249,M03,Completed,2023-03-20 01:20:00,2023-03-20 02:27:00,0.0,2023-04-01 05:32:00,2023-04-01 06:39:00,67.0,3.71,17532.0
J250,M02,Completed,2023-03-20 01:30:00,2023-03-20 02:49:00,0.0,2023-04-02 05:49:00,2023-04-02 07:08:00,79.0,6.4,18979.0
J251,M01,Completed,2023-03-20 01:40:00,2023-03-20 02:01:00,0.02,2023-04-01 23:03:00,2023-04-01 23:24:00,21.0,8.57,18563.0
J252,M05,Completed,2023-03-20 01:50:00,2023-03-20 02:28:00,0.0,2023-04-01 11:13:00,2023-04-01 11:51:00,38.0,13.14,17843.0
J253,M01,Completed,2023-03-20 02:00:00,2023-03-20 02:43:00,0.0,2023-04-01 22:20:00,2023-04-01 23:03:00,43.0,9.9,18500.0
J254,M05,Delayed,2023-03-20 02:10:00,2023-03-20 02:48:00,1.0,2023-04-01 10:35:00,2023-04-01 11:13:00,38.0,14.38,17785.0
J255,M01,Completed,2023-03-20 02:20:00,2023-03-20 02:58:00,0.0,2023-04-01 21:42:00,2023-04-01 22:20:00,38.0,11.78,18442.0
J256,M01,Completed,2023-03-20 02:30:00,2023-03-20 03:30:00,0.006666666666666667,2023-04-01 20:42:00,2023-04-01 21:42:00,60.0,4.89,18372.0
J257,M02,Completed,2023-03-20 02:40:00,2023-03-20 04:40:00,0.02666666666666667,2023-04-02 03:49:00,2023-04-02 05:49:00,120.0,5.09,18789.0
J258,M05,Completed,2023-03-20 02:50:00,2023-03-20 03:18:00,0.006666666666666667,2023-04-01 10:07:00,2023-04-01 10:35:00,28.0,9.23,17717.0
J259,M03,Completed,2023-03-20 03:00:00,2023-03-20 03:24:00,0.013333333333333334,2023-04-01 05:08:00,2023-04-01 05:32:00,24.0,7.41,17408.0
J260,M04,Failed,2023-03-20 03:10:00,2023-03-20 03:57:00,0.98,2023-04-01 13:56:00,2023-04-01 14:43:00,47.0,4.55,17926.0
J261,M01,Delayed,2023-03-20 03:20:00,2023-03-20 05:04:00,1.0,2023-04-01 18:58:00,2023-04-01 20:42:00,104.0,4.72,18218.0
J262,M05,Failed,2023-03-20 03:30:00,2023-03-20 05:24:00,0.9466666666666667,2023-04-01 08:13:00,2023-04-01 10:07:00,114.0,4.24,17563.0
J263,M04,Completed,2023-03-20 03:40:00,2023-03-20 04:18:00,0.013333333333333334,2023-04-01 13:18:00,2023-04-01 13:56:00,38.0,14.87,17858.0
J264,M04,Delayed,2023-03-20 03:50:00,2023-03-20 05:02:00,1.0,2023-04-01 12:06:00,2023-04-01 13:18:00,72.0,13.92,17776.0
J265,M04,Completed,2023-03-20 04:00:00,2023-03-20 05:37:00,0.0,2023-04-01 10:29:00,2023-04-01 12:06:00,97.0,6.15,17669.0
J266,M05,Delayed,2023-03-20 04:10:00,2023-03-20 05:46:00,1.0,2023-04-01 06:37:00,2023-04-01 08:13:00,96.0,12.26,17427.0
J267,M02,Completed,2023-03-20 04:20:00,2023-03-20 06:01:00,0.0,2023-04-02 02:08:00,2023-04-02 03:49:00,101.0,8.25,18588.0
J268,M04,Completed,2023-03-20 04:30:00,2023-03-20 06:15:00,0.006666666666666667,2023-04-01 08:44:00,2023-04-01 10:29:00,105.0,6.98,17534.0
J269,M01,Delayed,2023-03-20 04:40:00,2023-03-20 05:05:00,0.9933333333333333,2023-04-01 18:33:00,2023-04-01 18:58:00,25.0,4.0,18113.0
J270,M04,Completed,2023-03-20 04:50:00,2023-03-20 06:05:00,0.0,2023-04-01 07:29:00,2023-04-01 08:44:00,75.0,14.44,17439.0
J271,M01,Completed,2023-03-20 05:00:00,2023-03-20 05:21:00,0.0,2023-04-01 18:12:00,2023-04-01 18:33:00,21.0,7.47,18072.0
J272,M04,Completed,2023-03-20 05:10:00,2023-03-20 06:05:00,0.0,2023-04-01 06:34:00,2023-04-01 07:29:00,55.0,13.68,17364.0
J273,M01,Delayed,2023-03-20 05:20:00,2023-03-20 06:38:00,0.9933333333333333,2023-04-01 16:54:00,2023-04-01 18:12:00,78.0,5.42,17974.0
J274,M05,Completed,2023-03-20 05:30:00,2023-03-20 05:50:00,0.013333333333333334,2023-04-01 06:17:00,2023-04-01 06:37:00,20.0,4.29,17327.0
J275,M03,Completed,2023-03-20 05:40:00,2023-03-20 07:14:00,0.0,2023-04-01 03:34:00,2023-04-01 05:08:00,94.0,14.67,17154.0
J276,M02,Failed,2023-03-20 05:50:00,2023-03-20 07:08:00,1.0,2023-04-02 00:50:00,2023-04-02 02:08:00,78.0,4.23,18420.0
J277,M01,Completed,2023-03-20 06:00:00,2023-03-20 07:16:00,0.0,2023-04-01 15:38:00,2023-04-01 16:54:00,76.0,12.37,17858.0
J278,M03,Completed,2023-03-20 06:10:00,2023-03-20 07:08:00,0.0,2023-04-01 02:36:00,2023-04-01 03:34:00,58.0,14.2,17066.0
J279,M04,Completed,2023-03-20 06:20:00,2023-03-20 07:24:00,0.006666666666666667,2023-04-01 05:30:00,2023-04-01 06:34:00,64.0,2.45,17230.0
J280,M05,Completed,2023-03-20 06:30:00,2023-03-20 07:36:00,0.0,2023-04-01 05:11:00,2023-04-01 06:17:00,66.0,9.66,17201.0
J281,M03,Completed,2023-03-20 06:40:00,2023-03-20 07:39:00,0.04,2023-04-01 01:37:00,2023-04-01 02:36:00,59.0,8.66,16977.0
J282,M03,Completed,2023-03-20 06:50:00,2023-03-20 07:20:00,0.0,2023-04-01 01:07:00,2023-04-01 01:37:00,30.0,10.21,16937.0
J283,M01,Completed,2023-03-20 07:00:00,2023-03-20 07:37:00,0.0,2023-04-01 15:01:00,2023-04-01 15:38:00,37.0,9.47,17761.0
J284,M02,Delayed,2023-03-20 07:10:00,2023-03-20 08:21:00,1.0,2023-04-01 23:39:00,2023-04-02 00:50:00,71.0,13.8,18269.0
J285,M01,Completed,2023-03-20 07:20:00,2023-03-20 09:06:00,0.0,2023-04-01 13:15:00,2023-04-01 15:01:00,106.0,13.31,17635.0
J286,M04,Completed,2023-03-20 07:30:00,2023-03-20 09:17:00,0.006666666666666667,2023-04-01 03:43:00,2023-04-01 05:30:00,107.0,6.69,17053.0
J287,M02,Completed,2023-03-20 07:40:00,2023-03-20 09:15:00,0.0,2023-04-01 22:04:00,2023-04-01 23:39:00,95.0,5.56,18144.0
J288,M02,Completed,2023-03-20 07:50:00,2023-03-20 08:26:00,0.0,2023-04-01 21:28:00,2023-04-01 22:04:00,36.0,6.56,18098.0
J289,M02,Completed,2023-03-20 08:00:00,2023-03-20 09:37:00,0.006666666666666667,2023-04-01 19:51:00,2023-04-01 21:28:00,97.0,5.47,17991.0
J290,M05,Completed,2023-03-20 08:10:00,2023-03-20 09:31:00,0.0,2023-04-01 03:50:00,2023-04-01 05:11:00,81.0,10.72,17020.0
J291,M03,Completed,2023-03-20 08:20:00,2023-03-20 08:46:00,0.0,2023-04-01 00:41:00,2023-04-01 01:07:00,26.0,12.76,16821.0
J292,M04,Completed,2023-03-20 08:30:00,2023-03-20 10:03:00,0.0,2023-04-01 02:10:00,2023-04-01 03:43:00,93.0,9.8,16900.0
J293,M04,Completed,2023-03-20 08:40:00,2023-03-20 10:23:00,0.0,2023-04-01 00:27:00,2023-04-01 02:10:00,103.0,13.09,16787.0
J294,M03,Completed,2023-03-20 08:50:00,2023-03-20 10:20:00,0.013333333333333334,2023-03-31 23:11:00,2023-04-01 00:41:00,90.0,6.74,16701.0
J295,M02,Completed,2023-03-20 09:00:00,2023-03-20 09:39:00,0.0,2023-04-01 19:12:00,2023-04-01 19:51:00,39.0,10.97,17892.0
J296,M03,Failed,2023-03-20 09:10:00,2023-03-20 10:26:00,1.0,2023-03-31 21:55:00,2023-03-31 23:11:00,76.0,13.25,16605.0
J297,M01,Delayed,2023-03-20 09:20:00,2023-03-20 10:39:00,0.98,2023-04-01 11:56:00,2023-04-01 13:15:00,79.0,2.05,17436.0
J298,M04,Completed,2023-03-20 09:30:00,2023-03-20 11:26:00,0.006666666666666667,2023-03-31 22:31:00,2023-04-01 00:27:00,116.0,4.79,16621.0
J299,M04,Delayed,2023-03-20 09:40:00,2023-03-20 10:03:00,1.0,2023-03-31 22:08:00,2023-03-31 22:31:00,23.0,3.92,16588.0
J300,M04,Completed,2023-03-20 09:50:00,2023-03-20 10:10:00,0.02,2023-03-31 21:48:00,2023-03-31 22:08:00,20.0,6.24,16558.0
J301,M02,Completed,2023-03-20 10:00:00,2023-03-20 11:27:00,0.006666666666666667,2023-04-01 17:45:00,2023-04-01 19:12:00,87.0,5.09,17745.0
J302,M04,Delayed,2023-03-20 10:10:00,2023-03-20 11:02:00,1.0,2023-03-31 20:56:00,2023-03-31 21:48:00,52.0,14.65,16486.0
J303,M05,Completed,2023-03-20 10:20:00,2023-03-20 10:58:00,0.006666666666666667,2023-04-01 03:12:00,2023-04-01 03:50:00,38.0,6.46,16852.0
J304,M03,Completed,2023-03-20 10:30:00,2023-03-20 11:45:00,0.0,2023-03-31 20:40:00,2023-03-31 21:55:00,75.0,6.02,16450.0
J305,M05,Completed,2023-03-20 10:40:00,2023-03-20 12:09:00,0.0,2023-04-01 01:43:00,2023-04-01 03:12:00,89.0,12.46,16743.0
J306,M03,Completed,2023-03-20 10:50:00,2023-03-20 12:07:00,0.006666666666666667,2023-03-31 19:23:00,2023-03-31 20:40:00,77.0,9.46,16353.0
J307,M02,Delayed,2023-03-20 11:00:00,2023-03-20 12:29:00,0.9933333333333333,2023-04-01 16:16:00,2023-04-01 17:45:00,89.0,6.97,17596.0
J308,M01,Completed,2023-03-20 11:10:00,2023-03-20 12:00:00,0.0,2023-04-01 11:06:00,2023-04-01 11:56:00,50.0,3.41,17276.0
J309,M03,Delayed,2023-03-20 11:20:00,2023-03-20 12:31:00,1.0,2023-03-31 18:12:00,2023-03-31 19:23:00,71.0,11.53,16252.0
J310,M04,Completed,2023-03-20 11:30:00,2023-03-20 12:20:00,0.0,2023-03-31 20:06:00,2023-03-31 20:56:00,50.0,8.24,16356.0
J311,M02,Failed,2023-03-20 11:40:00,2023-03-20 13:05:00,0.98,2023-04-01 14:51:00,2023-04-01 16:16:00,85.0,13.06,17471.0
J312,M04,Failed,2023-03-20 11:50:00,2023-03-20 13:25:00,0.98,2023-03-31 18:31:00,2023-03-31 20:06:00,95.0,6.84,16241.0
J313,M05,Failed,2023-03-20 12:00:00,2023-03-20 12:59:00,1.0,2023-04-01 00:44:00,2023-04-01 01:43:00,59.0,4.65,16604.0
J314,M05,Completed,2023-03-20 12:10:00,2023-03-20 14:03:00,0.0,2023-03-31 22:51:00,2023-04-01 00:44:00,113.0,10.52,16481.0
J315,M05,Completed,2023-03-20 12:20:00,2023-03-20 13:11:00,0.0,2023-03-31 22:00:00,2023-03-31 22:51:00,51.0,4.67,16420.0
J316,M02,Completed,2023-03-20 12:30:00,2023-03-20 14:15:00,0.0,2023-04-01 13:06:00,2023-04-01 14:51:00,105.0,14.25,17316.0
J317,M05,Completed,2023-03-20 12:40:00,2023-03-20 13:50:00,0.0,2023-03-31 20:50:00,2023-03-31 22:00:00,70.0,4.67,16330.0
J318,M02,Completed,2023-03-20 12:50:00,2023-03-20 14:17:00,0.0,2023-04-01 11:39:00,2023-04-01 13:06:00,87.0,10.22,17209.0
J319,M03,Completed,2023-03-20 13:00:00,2023-03-20 13:23:00,0.006666666666666667,2023-03-31 17:49:00,2023-03-31 18:12:00,23.0,10.48,16129.0
J320,M04,Completed,2023-03-20 13:10:00,2023-03-20 13:49:00,0.0,2023-03-31 17:52:00,2023-03-31 18:31:00,39.0,2.7,16122.0
J321,M01,Delayed,2023-03-20 13:20:00,2023-03-20 14:30:00,1.0,2023-04-01 09:56:00,2023-04-01 11:06:00,70.0,10.34,17076.0
J322,M03,Completed,2023-03-20 13:30:00,2023-03-20 14:50:00,0.0,2023-03-31 16:29:00,2023-03-31 17:49:00,80.0,10.42,16019.0
J323,M01,Completed,2023-03-20 13:40:00,2023-03-20 15:10:00,0.0,2023-04-01 08:26:00,2023-04-01 09:56:00,90.0,5.88,16966.0
J324,M05,Delayed,2023-03-20 13:50:00,2023-03-20 14:11:00,0.9733333333333334,2023-03-31 20:29:00,2023-03-31 20:50:00,21.0,11.65,16239.0
J325,M03,Failed,2023-03-20 14:00:00,2023-03-20 15:52:00,0.9733333333333334,2023-03-31 14:37:00,2023-03-31 16:29:00,112.0,4.85,15877.0
J326,M01,Completed,2023-03-20 14:10:00,2023-03-20 15:10:00,0.006666666666666667,2023-04-01 07:26:00,2023-04-01 08:26:00,60.0,4.74,16876.0
J327,M04,Completed,2023-03-20 14:20:00,2023-03-20 15:33:00,0.0,2023-03-31 16:39:00,2023-03-31 17:52:00,73.0,11.29,15979.0
J328,M05,Completed,2023-03-20 14:30:00,2023-03-20 15:27:00,0.0,2023-03-31 19:32:00,2023-03-31 20:29:00,57.0,13.77,16142.0
J329,M05,Delayed,2023-03-20 14:40:00,2023-03-20 15:54:00,0.98,2023-03-31 18:18:00,2023-03-31 19:32:00,74.0,2.64,16058.0
J330,M01,Completed,2023-03-20 14:50:00,2023-03-20 15:44:00,0.006666666666666667,2023-04-01 06:32:00,2023-04-01 07:26:00,54.0,8.66,16782.0
J331,M04,Completed,2023-03-20 15:00:00,2023-03-20 15:27:00,0.0,2023-03-31 16:12:00,2023-03-31 16:39:00,27.0,5.78,15912.0
J332,M05,Completed,2023-03-20 15:10:00,2023-03-20 17:04:00,0.04,2023-03-31 16:24:00,2023-03-31 18:18:00,114.0,9.52,15914.0
J333,M02,Delayed,2023-03-20 15:20:00,2023-03-20 16:21:00,1.0,2023-04-01 10:38:00,2023-04-01 11:39:00,61.0,11.45,16998.0
J334,M04,Failed,2023-03-20 15:30:00,2023-03-20 16:37:00,0.9933333333333333,2023-03-31 15:05:00,2023-03-31 16:12:00,67.0,5.28,15815.0
J335,M05,Completed,2023-03-20 15:40:00,2023-03-20 16:39:00,0.0,2023-03-31 15:25:00,2023-03-31 16:24:00,59.0,13.01,15825.0
J336,M05,Completed,2023-03-20 15:50:00,2023-03-20 16:15:00,0.02,2023-03-31 15:00:00,2023-03-31 15:25:00,25.0,10.4,15790.0
J337,M02,Delayed,2023-03-20 16:00:00,2023-03-20 17:18:00,0.9933333333333333,2023-04-01 09:20:00,2023-04-01 10:38:00,78.0,13.17,16880.0
J338,M01,Completed,2023-03-20 16:10:00,2023-03-20 17:21:00,0.006666666666666667,2023-04-01 05:21:00,2023-04-01 06:32:00,71.0,13.97,16631.0
J339,M03,Completed,2023-03-20 16:20:00,2023-03-20 17:34:00,0.0,2023-03-31 13:23:00,2023-03-31 14:37:00,74.0,11.52,15663.0
J340,M05,Delayed,2023-03-20 16:30:00,2023-03-20 17:28:00,0.9933333333333333,2023-03-31 14:02:00,2023-03-31 15:00:00,58.0,6.8,15692.0
